11.00,114.02,114.18,114.00,57.00,57.00,97.05,78.00,78.00,104.40,111.00,111.00,110.37,111.00,111.00,110.37,111.00,111.00,109.56,111.00,111.00,103.11,111.00,111.00,110.37,111.00,111.00,110.37,111.00,111.00,109.96,111.00,111.00,109.96
11.00,114.05,114.03,112.50,57.00,57.00,98.49,79.50,79.50,105.06,111.00,111.00,111.62,111.00,111.00,111.62,109.50,109.50,107.08,109.50,109.50,107.08,109.50,109.50,111.86,109.50,109.50,111.86,109.50,109.50,112.47,109.50,109.50,112.47
11.00,114.21,114.46,112.50,54.00,54.00,98.86,81.00,81.00,105.06,109.50,109.50,112.05,109.50,109.50,111.62,109.50,109.50,105.06,109.50,109.50,104.66,109.50,109.50,111.46,109.50,109.50,111.46,109.50,109.50,111.62,109.50,109.50,111.62
11.00,114.41,113.64,112.50,49.50,49.50,98.12,82.50,82.50,104.66,109.50,109.50,111.62,109.50,109.50,111.62,111.00,111.00,105.06,111.00,111.00,105.45,109.50,109.50,111.86,109.50,109.50,111.86,109.50,109.50,111.62,109.50,109.50,111.62
11.00,114.63,114.63,114.00,48.00,48.00,99.24,82.50,82.50,105.86,111.00,111.00,111.62,109.50,109.50,111.62,112.50,112.50,103.98,112.50,112.50,104.40,111.00,111.00,111.20,111.00,111.00,111.20,111.00,111.00,112.47,111.00,111.00,112.05
11.00,114.83,114.94,114.00,48.00,48.00,99.62,82.50,82.50,106.26,112.50,112.50,112.26,112.50,112.50,112.26,112.50,112.50,99.07,112.50,112.50,98.12,112.50,112.50,112.05,112.50,112.50,112.47,112.50,112.50,111.86,112.50,112.50,112.26
11.00,115.13,116.34,117.00,115.50,115.50,100.51,115.50,115.50,107.17,114.00,114.00,112.66,114.00,114.00,113.07,114.00,114.00,101.24,114.00,114.00,101.24,114.00,114.00,113.77,114.00,114.00,114.65,114.00,114.00,113.48,114.00,114.00,113.07
11.00,115.62,117.80,117.00,115.50,115.50,112.66,115.50,115.50,112.66,115.50,115.50,113.48,115.50,115.50,113.48,114.00,114.00,101.61,114.00,114.00,101.61,115.50,115.50,114.65,115.50,115.50,114.21,115.50,115.50,113.89,115.50,115.50,113.89
11.00,116.29,119.22,120.00,115.50,115.50,116.43,115.50,115.50,116.43,115.50,115.50,115.15,115.50,115.50,114.73,115.50,115.50,102.35,115.50,115.50,102.35,115.50,115.50,115.57,115.50,115.50,116.43,115.50,115.50,115.15,115.50,115.50,115.15
11.00,117.25,119.68,120.00,117.00,117.00,116.00,117.00,117.00,115.57,117.00,117.00,116.43,117.00,117.00,116.43,117.00,117.00,103.11,117.00,117.00,103.49,117.00,117.00,116.00,117.00,117.00,116.00,117.00,117.00,116.43,117.00,117.00,116.43
11.00,118.09,120.33,121.50,117.00,117.00,116.87,117.00,117.00,116.87,117.00,117.00,116.43,117.00,117.00,116.43,117.00,117.00,107.56,117.00,117.00,107.56,117.00,117.00,116.43,117.00,117.00,116.43,117.00,117.00,115.57,117.00,117.00,116.00
11.00,118.92,120.01,121.50,117.00,117.00,110.37,117.00,117.00,109.96,117.00,117.00,116.43,117.00,117.00,116.00,118.50,118.50,109.96,118.50,118.50,110.37,117.00,117.00,115.57,118.50,118.50,116.87,117.00,117.00,116.43,117.00,117.00,116.43
11.00,119.43,120.15,120.00,117.00,117.00,109.96,117.00,117.00,109.96,117.00,117.00,116.00,117.00,117.00,116.00,117.00,117.00,109.56,117.00,117.00,109.56,117.00,117.00,115.15,117.00,117.00,115.57,117.00,117.00,116.00,117.00,117.00,116.00
11.00,119.83,120.00,120.00,115.50,115.50,108.33,115.50,115.50,108.75,115.50,115.50,116.00,115.50,115.50,116.00,117.00,117.00,110.37,117.00,117.00,110.37,115.50,115.50,116.00,117.00,117.00,116.00,115.50,115.50,116.00,115.50,115.50,116.00
