10.00,96.95,93.67,94.50,78.00,78.00,87.00,91.50,91.50,88.58,82.50,82.50,84.40,91.50,91.50,90.12,81.00,81.00,90.12,91.50,91.50,89.56,91.50,91.50,89.23
10.00,96.27,93.72,91.50,79.50,79.50,89.23,88.50,88.50,90.90,85.50,85.50,83.78,87.00,85.50,89.89,82.50,82.50,89.56,87.00,87.00,90.90,87.00,87.00,90.90
10.00,95.57,93.68,90.00,81.00,81.00,87.31,85.50,85.50,89.23,85.50,85.50,91.24,85.50,85.50,89.76,84.00,84.00,89.41,85.50,85.50,89.23,85.50,85.50,89.23
10.00,94.92,93.85,90.00,82.50,82.50,84.72,85.50,85.50,89.06,85.50,85.50,91.24,85.50,85.50,89.89,85.50,85.50,90.22,85.50,85.50,89.06,85.50,85.50,89.06
10.00,94.43,93.42,91.50,84.00,84.00,81.56,87.00,87.00,89.89,87.00,87.00,89.56,87.00,87.00,90.22,85.50,85.50,89.23,87.00,87.00,89.89,87.00,87.00,89.89
10.00,94.23,93.37,93.00,84.00,84.00,82.53,88.50,88.50,89.89,90.00,90.00,89.89,88.50,88.50,89.56,87.00,87.00,89.89,88.50,88.50,89.89,88.50,88.50,89.56
10.00,94.34,95.10,96.00,84.00,84.00,83.78,91.50,91.50,91.24,91.50,91.50,91.24,91.50,91.50,92.27,91.50,91.50,92.27,91.50,91.50,91.24,91.50,91.50,91.24
10.00,94.79,97.46,97.50,82.50,82.50,86.67,94.50,94.50,94.05,94.50,94.50,94.05,94.50,94.50,93.88,96.00,96.00,93.88,94.50,94.50,94.05,94.50,94.50,94.05
10.00,95.55,99.39,100.50,76.50,76.50,89.23,96.00,96.00,94.91,96.00,96.00,94.57,97.50,97.50,95.91,97.50,97.50,95.91,96.00,96.00,94.57,96.00,96.00,94.57
10.00,96.56,101.12,102.00,76.50,76.50,87.31,99.00,99.00,98.37,99.00,99.00,98.37,99.00,99.00,97.39,99.00,99.00,97.39,99.00,99.00,98.37,99.00,99.00,98.37
10.00,97.90,102.16,103.50,112.50,112.50,89.06,100.50,100.50,98.86,100.50,100.50,98.86,100.50,100.50,99.24,99.00,99.00,99.78,100.50,100.50,98.86,100.50,100.50,98.49
10.00,99.48,104.36,105.00,108.00,108.00,81.37,100.50,100.50,100.77,100.50,100.50,99.62,100.50,100.50,100.38,100.50,100.50,100.38,100.50,100.50,100.77,100.50,100.50,100.77
10.00,101.21,105.90,106.50,106.50,106.50,77.05,102.00,102.00,101.61,102.00,102.00,101.24,102.00,102.00,101.95,102.00,102.00,102.73,102.00,102.00,101.24,102.00,102.00,101.24
10.00,102.97,107.23,106.50,57.00,57.00,76.48,103.50,103.50,103.49,102.00,102.00,103.11,102.00,102.00,102.35,103.50,103.50,102.35,102.00,102.00,103.49,102.00,102.00,103.49
10.00,104.67,108.90,108.00,57.00,57.00,79.09,103.50,103.50,103.88,103.50,103.50,103.88,103.50,103.50,104.66,103.50,103.50,103.88,103.50,103.50,103.88,103.50,103.50,103.88
10.00,106.28,109.83,109.50,55.50,55.50,76.48,105.00,105.00,104.66,105.00,105.00,104.66,105.00,105.00,105.27,105.00,105.00,105.06,105.00,105.00,104.66,105.00,105.00,104.66
10.00,107.72,110.97,111.00,55.50,55.50,74.47,106.50,106.50,106.67,106.50,106.50,106.26,106.50,106.50,106.02,105.00,105.00,106.79,106.50,106.50,106.67,106.50,106.50,106.67
10.00,109.10,112.22,112.50,55.50,55.50,74.47,108.00,108.00,107.17,108.00,108.00,107.56,108.00,108.00,108.35,106.50,106.50,107.49,108.00,108.00,107.17,108.00,108.00,107.17
10.00,110.38,113.78,114.00,55.50,55.50,73.05,109.50,109.50,108.75,109.50,109.50,108.75,109.50,109.50,109.61,109.50,109.50,109.18,109.50,109.50,108.75,109.50,109.50,108.75
10.00,111.74,115.48,115.50,57.00,57.00,75.06,111.00,111.00,109.96,111.00,111.00,109.96,111.00,111.00,110.37,111.00,111.00,110.37,111.00,111.00,110.37,111.00,111.00,110.37
10.00,113.04,122.08,117.00,79.50,79.50,73.90,112.50,112.50,111.46,112.50,112.50,111.46,112.50,112.50,111.62,112.50,112.50,111.20,112.50,112.50,111.46,112.50,112.50,111.46
10.00,114.23,123.42,118.50,76.50,76.50,74.19,114.00,114.00,111.86,114.00,114.00,111.86,114.00,114.00,112.90,112.50,112.50,113.33,114.00,114.00,111.86,114.00,114.00,111.86
10.00,115.31,116.98,118.50,75.00,75.00,87.00,114.00,114.00,112.66,114.00,114.00,113.48,114.00,114.00,113.33,114.00,114.00,113.33,114.00,114.00,112.66,114.00,114.00,112.66
10.00,116.27,118.24,118.50,72.00,72.00,87.94,114.00,114.00,113.77,115.50,115.50,114.31,114.00,114.00,113.89,115.50,115.50,114.31,114.00,114.00,113.77,114.00,114.00,113.77
10.00,117.11,118.30,118.50,69.00,69.00,86.01,114.00,114.00,115.10,115.50,115.50,114.21,114.00,114.00,113.48,115.50,115.50,113.48,114.00,114.00,115.10,114.00,114.00,114.65
10.00,117.80,119.02,118.50,67.50,67.50,82.55,114.00,114.00,114.21,115.50,115.50,114.65,114.00,114.00,114.31,115.50,115.50,113.07,114.00,114.00,114.21,114.00,114.00,114.21
10.00,118.35,118.84,118.50,67.50,67.50,81.56,114.00,114.00,117.23,114.00,114.00,117.23,114.00,114.00,116.87,114.00,114.00,117.30,114.00,114.00,117.23,114.00,114.00,117.23
10.00,118.75,118.68,118.50,67.50,67.50,79.69,114.00,114.00,116.00,115.50,115.50,116.43,115.50,115.50,116.00,114.00,114.00,116.43,114.00,115.50,116.43,114.00,115.50,116.43
10.00,119.10,118.68,118.50,67.50,67.50,78.79,117.00,117.00,116.00,117.00,117.00,116.43,117.00,117.00,115.57,115.50,115.50,115.57,117.00,117.00,116.00,117.00,117.00,116.43
10.00,119.25,119.18,118.50,67.50,67.50,82.20,118.50,118.50,116.43,118.50,118.50,116.43,118.50,118.50,116.43,118.50,118.50,116.00,118.50,118.50,116.43,118.50,118.50,116.43
