46.00,103.65,102.94,103.50,99.00,99.00,98.86,100.50,100.50,99.24,99.00,99.00,99.24,100.50,100.50,99.43,99.00,99.00,98.86,100.50,100.50,99.24,99.00,99.00,99.24
46.00,103.61,102.85,103.50,99.00,99.00,99.62,100.50,100.50,100.77,99.00,99.00,98.86,99.00,99.00,99.62,99.00,99.00,99.24,100.50,100.50,100.00,99.00,99.00,99.62
46.00,103.54,102.86,103.50,99.00,99.00,99.78,100.50,100.50,99.78,99.00,99.00,99.43,99.00,99.00,99.24,99.00,99.00,99.24,99.00,99.00,99.43,99.00,99.00,99.43
46.00,103.42,103.25,103.50,99.00,99.00,100.00,100.50,100.50,100.38,99.00,99.00,99.62,99.00,99.00,99.78,99.00,99.00,99.43,99.00,99.00,100.00,99.00,99.00,99.62
46.00,103.32,103.39,103.50,99.00,99.00,100.38,100.50,100.50,100.38,99.00,99.00,100.51,99.00,99.00,100.51,99.00,99.00,100.87,99.00,99.00,100.00,99.00,99.00,100.38
46.00,103.30,103.91,103.50,100.50,100.50,100.14,100.50,100.50,100.51,99.00,99.00,100.14,100.50,100.50,100.77,100.50,100.50,100.38,100.50,100.50,100.51,100.50,100.50,100.51
46.00,103.46,103.87,103.50,100.50,100.50,100.77,100.50,100.50,100.77,100.50,100.50,100.77,100.50,100.50,99.78,100.50,100.50,100.14,100.50,100.50,100.77,100.50,100.50,100.77
46.00,103.65,102.86,105.00,102.00,102.00,100.38,100.50,100.50,100.51,100.50,100.50,100.51,100.50,100.50,100.00,102.00,102.00,100.00,100.50,100.50,100.51,100.50,100.50,100.51
46.00,103.60,102.38,105.00,102.00,102.00,98.86,102.00,102.00,99.24,102.00,102.00,99.78,102.00,102.00,99.62,102.00,102.00,100.00,102.00,102.00,99.78,102.00,102.00,99.78
46.00,103.52,101.85,103.50,100.50,100.50,99.24,100.50,100.50,98.86,100.50,100.50,98.49,100.50,100.50,99.07,102.00,100.50,99.07,100.50,100.50,98.86,100.50,100.50,98.86
46.00,103.41,101.96,102.00,99.00,99.00,100.00,99.00,99.00,100.51,100.50,100.50,94.91,99.00,99.00,100.00,100.50,100.50,100.00,99.00,99.00,100.51,99.00,99.00,100.51
46.00,103.31,101.85,100.50,96.00,96.00,92.62,97.50,97.50,99.24,99.00,99.00,94.22,97.50,97.50,99.24,97.50,97.50,99.62,97.50,97.50,99.24,97.50,97.50,99.24
46.00,103.18,101.04,99.00,96.00,96.00,92.98,97.50,97.50,99.62,97.50,97.50,93.69,97.50,97.50,99.43,97.50,97.50,93.21,97.50,97.50,99.62,97.50,97.50,99.62
46.00,103.03,100.01,99.00,57.00,57.00,91.24,97.50,97.50,98.12,97.50,97.50,91.92,97.50,97.50,98.12,97.50,97.50,91.92,97.50,97.50,98.12,97.50,97.50,98.12
46.00,102.79,99.70,99.00,58.50,58.50,91.24,99.00,99.00,97.39,99.00,99.00,91.24,99.00,99.00,97.39,99.00,99.00,90.90,99.00,99.00,97.75,99.00,99.00,97.39
46.00,102.39,99.07,100.50,99.00,99.00,90.22,99.00,99.00,96.67,99.00,99.00,90.56,99.00,99.00,97.39,99.00,99.00,90.90,99.00,99.00,96.67,99.00,99.00,96.67
46.00,101.75,98.52,100.50,99.00,99.00,89.76,97.50,97.50,96.67,97.50,97.50,90.12,97.50,97.50,96.31,97.50,97.50,90.22,97.50,97.50,96.67,97.50,97.50,96.67
46.00,100.95,99.03,99.00,97.50,97.50,90.22,97.50,97.50,96.31,96.00,96.00,90.22,97.50,97.50,97.39,96.00,96.00,90.90,97.50,97.50,96.67,97.50,97.50,96.67
46.00,100.40,99.17,97.50,96.00,96.00,97.03,96.00,96.00,97.03,96.00,96.00,90.90,96.00,96.00,96.31,96.00,96.00,90.22,96.00,96.00,97.03,96.00,96.00,97.03
46.00,100.02,99.21,97.50,94.50,94.50,91.24,94.50,94.50,96.67,94.50,94.50,94.42,94.50,94.50,95.60,94.50,94.50,95.60,94.50,94.50,96.67,94.50,94.50,96.67
46.00,99.74,99.66,94.50,94.50,94.50,95.26,94.50,94.50,95.26,94.50,94.50,95.60,94.50,94.50,96.28,94.50,94.50,96.28,94.50,94.50,95.60,94.50,94.50,95.26
46.00,99.44,98.33,99.00,94.50,94.50,95.91,94.50,94.50,95.53,94.50,94.50,94.79,94.50,94.50,93.21,94.50,94.50,95.16,94.50,94.50,95.53,94.50,94.50,95.53
46.00,99.07,98.18,99.00,94.50,94.50,93.21,94.50,94.50,93.21,94.50,94.50,92.88,94.50,94.50,92.98,94.50,94.50,92.27,94.50,94.50,93.21,94.50,94.50,93.21
46.00,98.65,97.46,99.00,94.50,94.50,92.27,94.50,94.50,91.92,96.00,96.00,91.92,94.50,94.50,92.88,94.50,94.50,92.88,94.50,94.50,91.92,94.50,94.50,91.92
46.00,98.22,97.13,99.00,93.00,93.00,92.27,93.00,93.00,91.92,100.50,100.50,91.58,93.00,93.00,91.92,93.00,93.00,91.92,93.00,93.00,91.58,93.00,93.00,91.92
46.00,97.87,97.06,97.50,90.00,90.00,91.58,90.00,90.00,91.58,88.50,88.50,91.92,90.00,90.00,91.92,90.00,90.00,91.92,90.00,90.00,91.92,90.00,90.00,91.92
46.00,97.62,96.95,96.00,90.00,90.00,91.58,88.50,88.50,91.92,88.50,88.50,91.24,88.50,88.50,91.58,88.50,88.50,91.58,88.50,88.50,91.58,88.50,88.50,91.92
46.00,97.40,96.45,96.00,88.50,90.00,91.58,90.00,90.00,91.92,88.50,88.50,91.24,90.00,90.00,91.24,90.00,90.00,91.24,90.00,90.00,91.58,90.00,90.00,91.58
46.00,97.19,95.11,96.00,90.00,90.00,90.22,91.50,91.50,90.22,91.50,91.50,90.22,91.50,91.50,90.90,91.50,91.50,90.90,91.50,91.50,90.22,91.50,91.50,90.56
46.00,96.82,93.39,94.50,91.50,91.50,90.90,91.50,91.50,90.22,93.00,93.00,89.76,93.00,93.00,89.23,93.00,93.00,89.23,93.00,93.00,89.41,93.00,93.00,89.41
46.00,96.33,93.63,93.00,91.50,91.50,88.26,91.50,91.50,88.58,91.50,91.50,88.26,91.50,91.50,90.84,91.50,91.50,88.36,91.50,91.50,88.26,91.50,91.50,88.26
46.00,95.74,94.02,93.00,91.50,91.50,90.56,91.50,91.50,90.56,91.50,91.50,91.24,91.50,91.50,90.90,91.50,91.50,90.90,91.50,91.50,90.56,91.50,91.50,90.56
46.00,95.19,93.76,93.00,90.00,90.00,90.22,90.00,90.00,90.56,90.00,90.00,90.90,90.00,90.00,90.90,90.00,90.00,90.90,90.00,90.00,90.56,90.00,90.00,90.56
46.00,94.69,93.61,93.00,90.00,90.00,90.56,90.00,90.00,90.90,90.00,90.00,90.22,90.00,90.00,90.22,90.00,90.00,90.56,90.00,90.00,90.90,90.00,90.00,90.90
46.00,94.16,92.38,91.50,90.00,90.00,89.89,90.00,90.00,89.23,90.00,90.00,89.56,90.00,90.00,90.22,90.00,90.00,90.90,90.00,90.00,89.23,90.00,90.00,89.56
46.00,93.75,92.29,93.00,90.00,90.00,89.89,90.00,90.00,90.22,90.00,90.00,89.89,90.00,90.00,89.56,90.00,90.00,89.56,90.00,90.00,90.22,90.00,90.00,89.89
46.00,93.42,91.92,93.00,90.00,90.00,88.58,90.00,90.00,88.58,90.00,90.00,88.91,90.00,90.00,88.71,90.00,90.00,88.71,90.00,90.00,88.91,90.00,90.00,88.91
46.00,93.12,92.02,93.00,90.00,90.00,89.23,88.50,88.50,88.91,90.00,90.00,89.06,88.50,88.50,88.91,90.00,90.00,89.23,88.50,88.50,88.91,90.00,90.00,89.23
46.00,92.83,92.26,91.50,88.50,88.50,86.34,88.50,88.50,89.41,88.50,88.50,88.91,88.50,88.50,89.23,88.50,88.50,88.58,88.50,88.50,88.91,88.50,88.50,89.23
46.00,92.57,92.31,91.50,88.50,88.50,83.47,88.50,88.50,89.89,88.50,88.50,90.22,88.50,88.50,89.56,88.50,88.50,89.56,88.50,88.50,90.22,88.50,88.50,89.89
46.00,92.45,91.64,91.50,87.00,87.00,83.78,88.50,88.50,89.89,88.50,88.50,89.56,88.50,88.50,90.22,88.50,88.50,90.22,88.50,88.50,89.89,88.50,88.50,89.89
46.00,92.34,91.30,91.50,88.50,88.50,83.47,90.00,90.00,89.56,90.00,90.00,89.89,90.00,90.00,89.23,88.50,88.50,89.23,90.00,90.00,89.56,90.00,90.00,89.56
46.00,92.12,90.58,91.50,90.00,90.00,82.25,90.00,90.00,88.58,90.00,90.00,89.89,90.00,90.00,88.91,90.00,90.00,88.91,90.00,90.00,88.91,90.00,90.00,88.91
46.00,91.83,90.69,91.50,61.50,61.50,81.96,90.00,90.00,88.26,90.00,90.00,87.94,90.00,90.00,87.67,90.00,90.00,87.34,90.00,90.00,88.26,90.00,90.00,88.26
