44.00,84.00,80.71,79.50,78.00,78.00,77.91,78.00,78.00,79.39,78.00,78.00,80.00,78.00,78.00,78.79,78.00,78.00,78.79,78.00,78.00,78.20,78.00,78.00,77.91
44.00,84.40,79.10,78.00,76.50,76.50,76.76,76.50,43.50,77.05,48.00,48.00,77.33,76.50,76.50,79.09,76.50,76.50,78.50,76.50,76.50,77.05,76.50,76.50,77.05
44.00,84.66,78.62,76.50,75.00,75.00,76.20,43.50,43.50,75.65,48.00,48.00,75.35,75.00,75.00,76.20,75.00,75.00,76.20,75.00,75.00,75.35,75.00,75.00,75.35
44.00,84.79,77.08,76.50,75.00,75.00,75.35,45.00,45.00,75.06,48.00,48.00,75.35,73.50,73.50,75.93,73.50,73.50,76.48,75.00,75.00,75.35,73.50,73.50,75.06
44.00,84.67,76.07,75.00,73.50,73.50,73.90,45.00,45.00,73.90,73.50,73.50,74.47,73.50,73.50,74.19,73.50,73.50,73.90,73.50,73.50,74.19,73.50,73.50,74.19
44.00,84.32,75.45,75.00,73.50,73.50,73.62,45.00,45.00,74.19,73.50,73.50,72.50,73.50,73.50,73.05,73.50,73.50,73.05,73.50,73.50,73.05,73.50,73.50,73.62
44.00,83.80,75.56,75.00,73.50,73.50,77.33,72.00,72.00,75.06,73.50,73.50,73.62,73.50,73.50,74.84,73.50,73.50,75.65,73.50,73.50,74.19,73.50,73.50,74.19
44.00,83.29,75.85,75.00,75.00,75.00,73.33,73.50,73.50,75.06,73.50,73.50,73.90,73.50,73.50,74.47,73.50,73.50,74.19,73.50,73.50,74.47,73.50,73.50,74.47
44.00,82.79,76.09,75.00,75.00,75.00,74.84,75.00,75.00,74.57,72.00,72.00,76.20,75.00,75.00,76.25,75.00,75.00,76.56,75.00,75.00,75.11,75.00,75.00,74.84
44.00,82.27,75.81,76.50,76.50,76.50,74.77,75.00,75.00,72.23,75.00,75.00,74.19,76.50,76.50,73.05,76.50,76.50,72.78,75.00,75.00,73.33,76.50,76.50,73.90
44.00,81.70,76.08,76.50,76.50,76.50,75.35,76.50,76.50,74.47,63.00,63.00,75.06,76.50,76.50,74.84,76.50,76.50,75.38,76.50,76.50,74.77,76.50,76.50,74.77
44.00,81.10,76.85,76.50,76.50,76.50,75.65,75.00,75.00,74.47,63.00,63.00,75.06,76.50,76.50,75.65,76.50,76.50,75.93,76.50,76.50,74.77,76.50,76.50,74.47
44.00,80.38,77.34,76.50,75.00,75.00,75.38,75.00,75.00,75.65,76.50,76.50,75.38,75.00,75.00,75.35,75.00,75.00,75.95,75.00,75.00,75.38,75.00,75.00,75.65
44.00,79.81,78.25,78.00,75.00,75.00,76.76,75.00,75.00,75.65,75.00,75.00,75.93,75.00,75.00,76.25,75.00,75.00,75.65,75.00,75.00,75.93,75.00,75.00,75.65
44.00,79.44,79.19,78.00,76.50,76.50,76.25,75.00,75.00,75.65,73.50,73.50,77.49,75.00,75.00,75.93,73.50,73.50,75.65,75.00,75.00,76.56,75.00,75.00,76.25
44.00,79.29,80.01,79.50,76.50,76.50,76.76,75.00,75.00,77.33,75.00,75.00,77.62,75.00,75.00,77.62,75.00,75.00,77.62,75.00,75.00,77.33,75.00,75.00,77.05
