27.00,84.27,79.33,72.00,75.00,75.00,74.93,69.00,69.00,77.75,67.50,67.50,77.38,70.50,70.50,77.45,73.50,73.50,77.06,69.00,69.00,77.38,69.00,69.00,77.75
27.00,84.88,80.47,87.00,82.50,82.50,72.98,90.00,90.00,78.86,84.00,84.00,78.48,84.00,84.00,79.62,87.00,87.00,79.62,85.50,85.50,78.48,85.50,85.50,78.48
27.00,85.47,80.48,88.50,85.50,85.50,74.41,87.00,87.00,78.86,85.50,85.50,79.62,85.50,85.50,79.23,87.00,87.00,78.48,85.50,85.50,79.23,87.00,87.00,78.86
27.00,86.08,80.88,88.50,85.50,85.50,73.69,87.00,87.00,79.23,85.50,85.50,80.39,85.50,85.50,80.78,85.50,85.50,77.38,85.50,85.50,80.39,85.50,85.50,80.00
27.00,86.68,80.61,88.50,57.00,57.00,73.33,84.00,84.00,79.89,84.00,82.50,80.39,84.00,84.00,79.62,85.50,85.50,78.48,84.00,84.00,80.32,84.00,84.00,79.89
27.00,87.27,79.44,75.00,58.50,58.50,71.60,76.50,76.50,78.48,79.50,79.50,78.48,78.00,78.00,78.86,84.00,84.00,79.62,79.50,79.50,78.48,78.00,78.00,78.48
27.00,87.86,78.26,72.00,60.00,60.00,69.63,72.00,72.00,77.02,73.50,73.50,76.31,73.50,73.50,76.67,72.00,72.00,76.67,73.50,73.50,76.31,72.00,72.00,77.02
27.00,88.34,75.98,70.50,63.00,63.00,68.66,70.50,70.50,75.15,70.50,70.50,75.52,70.50,70.50,75.62,70.50,70.50,75.62,70.50,70.50,75.15,70.50,70.50,75.15
27.00,88.44,76.10,70.50,67.50,67.50,74.78,69.00,69.00,75.27,69.00,69.00,74.93,69.00,69.00,74.05,69.00,69.00,74.05,69.00,69.00,75.27,69.00,69.00,75.27
27.00,88.41,75.23,72.00,67.50,67.50,74.05,70.50,70.50,73.33,69.00,69.00,73.69,69.00,69.00,74.41,69.00,69.00,74.41,69.00,69.00,73.69,70.50,70.50,74.05
27.00,88.10,75.26,75.00,69.00,69.00,73.69,73.50,73.50,72.98,70.50,70.50,74.78,70.50,70.50,74.59,70.50,70.50,75.15,72.00,72.00,73.69,72.00,72.00,74.05
